Id,SalePrice
2608,157000
2609,130000
2610,143000
2611,145250
2612,157000
2613,219500
2614,119000
2615,180000
2616,117000
2617,121500
2618,165000
2619,228000
2620,183200
2621,174000
2622,178000
2623,176485
2624,377500
2625,360000
2626,173000
2627,130000
2628,325000
2629,438780
2630,325000
2631,440000
2632,582933
2633,207000
2634,315000
2635,151000
2636,220000
2637,144000
2638,383970
2639,126000
2640,160000
2641,85000
2642,164000
2643,83500
2644,147000
2645,75000
2646,83000
2647,90350
2648,127500
2649,138800
2650,119500
2651,146000
2652,437154
2653,283463
2654,306000
2655,302000
2656,582933
2657,215000
2658,254900
2659,325300
2660,305000
2661,369900
2662,385000
2663,437154
2664,266000
2665,266000
2666,293077
2667,163990
2668,162000
2669,169990
2670,219210
2671,188500
2672,167240
2673,203000
2674,184000
2675,160200
2676,188500
2677,173000
2678,290000
2679,237000
2680,267000
2681,315000
2682,290000
2683,250000
2684,290000
2685,250000
2686,320000
2687,224900
2688,250580
2689,187750
2690,360000
2691,214000
2692,126175
2693,245000
2694,84500
2695,213000
2696,230000
2697,181000
2698,175900
2699,176000
2700,99500
2701,177000
2702,109900
2703,112000
2704,144000
2705,127000
2706,112500
2707,134900
2708,137000
2709,115000
2710,119900
2711,205000
2712,625000
2713,197000
2714,147400
2715,168500
2716,164700
2717,289000
2718,201000
2719,190000
2720,183900
2721,146800
2722,128500
2723,135000
2724,129500
2725,138500
2726,165500
2727,155000
2728,181000
2729,128500
2730,131400
2731,130000
2732,109008
2733,134450
2734,139000
2735,139400
2736,108000
2737,117000
2738,136905
2739,157000
2740,115000
2741,174900
2742,265979
2743,138800
2744,145500
2745,135000
2746,137000
2747,115000
2748,151000
2749,134500
2750,141000
2751,117000
2752,144000
2753,144000
2754,239000
2755,91500
2756,100000
2757,82000
2758,85000
2759,139500
2760,115000
2761,138800
2762,131400
2763,160000
2764,180000
2765,294000
2766,94750
2767,92900
2768,141000
2769,135000
2770,148500
2771,122000
2772,115000
2773,139000
2774,127000
2775,127000
2776,119900
2777,100000
2778,109500
2779,102000
2780,117500
2781,94500
2782,125000
2783,98000
2784,129000
2785,144000
2786,68500
2787,112500
2788,108500
2789,208900
2790,160000
2791,109008
2792,115000
2793,118500
2794,114504
2795,114504
2796,134900
2797,127000
2798,132000
2799,125500
2800,82000
2801,149000
2802,169500
2803,141000
2804,159500
2805,106500
2806,82000
2807,184000
2808,144000
2809,117000
2810,147500
2811,140000
2812,162000
2813,274970
2814,172500
2815,94500
2816,143000
2817,131000
2818,120500
2819,192000
2820,129500
2821,113000
2822,135000
2823,189000
2824,223000
2825,143500
2826,128000
2827,141000
2828,151400
2829,207500
2830,239000
2831,194000
2832,211000
2833,305900
2834,239000
2835,232000
2836,228500
2837,210000
2838,155000
2839,178000
2840,187750
2841,195000
2842,437154
2843,124900
2844,119000
2845,119900
2846,190000
2847,140000
2848,143000
2849,191000
2850,335000
2851,210000
2852,262000
2853,301000
2854,136500
2855,213500
2856,196500
2857,212000
2858,210000
2859,170000
2860,127500
2861,157000
2862,198500
2863,131000
2864,200000
2865,145000
2866,130000
2867,116050
2868,122500
2869,131000
2870,150900
2871,116000
2872,39300
2873,115000
2874,259500
2875,156000
2876,119900
2877,114504
2878,118400
2879,159000
2880,125500
2881,140000
2882,145500
2883,175500
2884,133000
2885,180500
2886,210000
2887,134900
2888,94750
2889,68500
2890,89000
2891,133900
2892,79900
2893,100000
2894,114504
2895,275000
2896,275000
2897,169000
2898,165000
2899,171750
2900,143000
2901,241500
2902,185000
2903,360000
2904,227680
2905,93000
2906,206300
2907,115000
2908,119900
2909,274970
2910,75500
2911,108500
2912,144500
2913,85400
2914,116050
2915,116050
2916,75000
2917,120000
2918,113000
2919,250000
